anzsco_code,anzsco_title,isco08_code,isco08_title,isco08_detail
899999,Labourers nec,9629.0,p,Elementary workers not elsewhere classified
0,NO CORRESPONDENCE,,,
0,No Correspondence,1113.0,,Traditional chiefs and heads of villages
0,No Correspondence,2240.0,,Paramedical practitioners
0,No Correspondence,6310.0,,Subsistence crop farmers
0,No Correspondence,6320.0,,Subsistence livestock farmers
0,No Correspondence,6330.0,,Subsistence mixed crop and livestock farmers
0,No Correspondence,6340.0,,"Subsistence fishers, hunters, trappers and gatherers"
0,No Correspondence,9624.0,,Water and firewood collectors
© Commonwealth of Australia 2013,,,,
© Crown Copyright New Zealand 2013,,,,
